Dataset Name,Friendly Name,Category,Data Type,API Path,Field Path,Field Type,Example,Unit,Description,Notes,Tags
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,timestamp,str,integer,,Unix epoch timestamp (seconds) of the record,,"operations, activity, rig-state, metadata, time-index, filter-key, required"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,collection,str,string,,MongoDB collection name this record belongs to,,"operations, activity, rig-state, metadata, internal"
corva#operations,operations,Activities / Operations,time,/api/v1/data/corva/operations/,company_id,str,integer,,Unique identifier for the company/operator,,"operations, activity, rig-state, metadata, company, filter-key"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,_id,str,5f75f637ce24b22b224dec09,,MongoDB document unique identifier,,"pdm, motor, downhole, metadata, internal, primary-key"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data,object,,,Container object for all measurement/computed data fields,,"pdm, motor, downhole, metadata, container"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.rpm,int,0,,Rpm,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.stall,str,low,,Motor stall detected,,"pdm, motor, downhole, pdm, stall, boolean, alert"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits,object,,,Nested object containing limits data,,"pdm, motor, downhole, container, object"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.max_rpm,int,135,,Max rpm,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.min_rpm,float,57.15,,Min rpm,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.max_standard_flowrate,int,1500,,Max standard flowrate,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.min_standard_flowrate,int,635,,Min standard flowrate,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.max_differential_pressure,int,1150,,Pressure: max differential (psi),,"pdm, motor, downhole, pressure, measurement"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.limits.transitional_differential_pressure_limit,int,1035,,Transitional differential pressure limit,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.status,int,0,,Current status of the record/check,,"pdm, motor, downhole, metadata, status"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.torque,int,0,,Rotary torque at surface (ft-lbs),,"pdm, motor, downhole, drilling, torque, real-time, torque-drag"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.bit_depth,float,20.84,,Current depth of the drill bit,,"pdm, motor, downhole, depth, drilling, real-time, key-metric"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.flow_rate,int,0,,Rate: flow,,"pdm, motor, downhole, rate, measurement"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.pdm_power,int,0,,Pdm power,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.hole_depth,int,7065,,Current hole depth (bottom of wellbore),,"pdm, motor, downhole, depth, drilling, real-time, key-metric"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.torque_line,array[dict],,,Array of torque line records,,"pdm, motor, downhole, container, array"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.torque_line[].torque,int,0,,Rotary torque at surface (ft-lbs),,"pdm, motor, downhole, drilling, torque, real-time, torque-drag"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.torque_line[].differential_pressure,int,0,,Differential pressure across downhole motor (psi),,"pdm, motor, downhole, drilling, pressure, pdm, real-time"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.bit_depth_tvd,float,20.84,,True vertical depth of the drill bit,,"pdm, motor, downhole, depth, drilling, tvd, calculated"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.total_bit_rpm,int,0,,Total bit rpm,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.hole_depth_tvd,int,7065,,Hole depth tvd,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.flow_rate_lines,array[unknown],,,Array of flow rate lines records,,"pdm, motor, downhole, container, array"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.total_bit_torque,int,0,,Total bit torque,,"pdm, motor, downhole"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,data.differential_pressure,int,0,,Differential pressure across downhole motor (psi),,"pdm, motor, downhole, drilling, pressure, pdm, real-time"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,version,int,1,,Schema version number for this record,,"pdm, motor, downhole, metadata, internal, versioning"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"pdm, motor, downhole, metadata, well-id, filter-key, required"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,provider,str,corva,,"Data provider name (typically ""corva"")",,"pdm, motor, downhole, metadata, internal"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,timestamp,int,1545199629,,Unix epoch timestamp (seconds) of the record,,"pdm, motor, downhole, metadata, time-index, filter-key, required"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,collection,str,pdm.operating-condition,,MongoDB collection name this record belongs to,,"pdm, motor, downhole, metadata, internal"
corva#pdm.operating-condition,pdm.operating-condition,PDM / Motor,time,/api/v1/data/corva/pdm.operating-condition/,company_id,int,5,,Unique identifier for the company/operator,,"pdm, motor, downhole, metadata, company, filter-key"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,_id,str,5f75f637ce24b22b224dec08,,MongoDB document unique identifier,,"pdm, motor, downhole, metadata, internal, primary-key"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,app,str,corva,,App,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data,object,,,Container object for all measurement/computed data fields,,"pdm, motor, downhole, metadata, container"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.status,int,0,,Current status of the record/check,,"pdm, motor, downhole, metadata, status"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure,object,,,Differential pressure across downhole motor (psi),,"pdm, motor, downhole, drilling, pressure, pdm, real-time"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.value,int,0,,Value,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.points,array[dict],,,Array of points records,,"pdm, motor, downhole, container, array"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.points[].value,int,0,,Value,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.points[].severity,str,low,,Severity level of the alert/issue,,"pdm, motor, downhole, wellness, alert, severity"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.points[].timestamp,int,1545199629,,Timestamp,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.points[].percentage,int,0,,Percentage,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.severity,str,low,,Severity level of the alert/issue,,"pdm, motor, downhole, wellness, alert, severity"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,data.differential_pressure.percentage,int,0,,Percentage,,"pdm, motor, downhole"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,version,int,1,,Schema version number for this record,,"pdm, motor, downhole, metadata, internal, versioning"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,asset_id,int,31659357,,Unique identifier for the well/asset this record belongs to,,"pdm, motor, downhole, metadata, well-id, filter-key, required"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,provider,str,corva,,"Data provider name (typically ""corva"")",,"pdm, motor, downhole, metadata, internal"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,timestamp,int,1545199629,,Unix epoch timestamp (seconds) of the record,,"pdm, motor, downhole, metadata, time-index, filter-key, required"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,collection,str,pdm.overview,,MongoDB collection name this record belongs to,,"pdm, motor, downhole, metadata, internal"
corva#pdm.overview,pdm.overview,PDM / Motor,time,/api/v1/data/corva/pdm.overview/,company_id,int,5,,Unique identifier for the company/operator,,"pdm, motor, downhole, metadata, company, filter-key"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,_id,str,5f7712de62fd2f466c8362da,,MongoDB document unique identifier,,"pdm, motor, downhole, metadata, internal, primary-key"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data,object,,,Container object for all measurement/computed data fields,,"pdm, motor, downhole, metadata, container"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data.status,int,1,,Current status of the record/check,,"pdm, motor, downhole, metadata, status"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data.warning,object,,,Nested object containing warning data,,"pdm, motor, downhole, container, object"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data.warning.code,str,not_available_during_running_casing,,Code,,"pdm, motor, downhole"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data.warning.stale,bool,True,,Flag indicating whether stale,,"pdm, motor, downhole, boolean, flag"
corva#pdm.stall-detection,pdm.stall-detection,PDM / Motor,time,/api/v1/data/corva/pdm.stall-detection/,data.warning.message,str,"The current status is running casing/liner, at which time the results of this ap",,Message,,"pdm, motor, downhole"
